protected,verified,location,followers_count,following_count,tweet_count,isFraud,un_no_of_char,un_special_char,un_uppercase,name_no_of_char,name_special_char,name_uppercase,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,account_age_in_days,average_tweets_per_day
0,1,1,2713723,11,5588,0,12,0,0,13,0,1,0,0,1,1,5385,1.0376973073351903
0,1,1,3174858,6803,101809,0,4,0,0,11,0,1,0,2,0,1,4938,20.617456460105306
0,1,1,2386033,42,19086,0,11,1,0,5,0,0,0,0,0,1,4479,4.261219022103148
0,1,1,2421612,662,890,0,15,0,0,13,0,1,0,0,0,0,4668,0.19065981148243358
0,1,1,8796343,486,25843,0,11,0,1,12,0,1,1,0,1,1,5099,5.068248676211022
0,1,1,2692043,1677,37496,0,11,0,1,12,0,1,2,0,0,1,4684,8.005123825789923
0,1,1,3762725,1066,24310,0,9,0,0,10,0,1,0,0,0,1,4480,5.426339285714286
0,1,1,3379807,506,1680,0,10,0,1,18,0,1,0,0,0,0,3805,0.44152431011826543
0,1,1,3062763,71,274,0,9,0,0,10,0,1,0,0,0,1,4063,0.06743785380260892
0,0,1,2250669,837,3249,0,8,0,0,9,0,0,0,0,0,0,4902,0.6627906976744186
0,1,1,3210383,787,10630,0,9,0,1,10,0,1,0,0,0,1,4968,2.139694041867955
0,1,1,2357439,171,5936,0,12,0,1,15,0,1,0,0,0,1,4880,1.2163934426229508
0,1,1,8443962,1068,16996,0,12,0,1,13,0,1,0,0,0,1,4557,3.729646697388633
0,1,1,2555874,1181,4597,0,9,0,1,10,0,1,2,0,0,1,4989,0.9214271397073562
0,1,1,2320063,135,15013,0,10,0,0,12,0,1,2,0,0,0,4826,3.110857853294654
0,1,1,3207192,648,30434,0,9,0,0,10,0,1,0,0,1,1,5230,5.819120458891013
0,1,1,2191723,193936,23695,0,12,0,0,13,0,1,0,0,0,1,5007,4.732374675454364
0,1,1,4688227,393,2720,0,11,1,0,13,0,1,0,3,1,1,3342,0.8138839018551766
0,1,1,2940509,0,7934,0,12,1,1,12,0,1,0,0,0,1,4152,1.9108863198458574
0,1,1,3006883,227,2441,0,14,0,1,15,0,1,5,0,0,1,3951,0.6178182738547203
0,1,1,2045861,156,2285,0,13,0,0,16,0,1,0,0,0,1,4250,0.5376470588235294
0,1,1,2275664,26,734,0,7,0,1,7,0,1,0,0,0,0,4848,0.1514026402640264
0,1,1,3099569,990,187587,0,11,0,0,11,0,1,0,0,0,1,5034,37.26400476758045
0,1,1,3579000,1078,3427,0,10,0,1,11,0,1,0,0,0,1,4770,0.7184486373165618
0,1,1,2815425,59,5417,0,10,0,1,11,0,1,0,0,0,0,4967,1.0905979464465472
0,1,1,1987005,18140,26784,0,10,0,1,11,0,1,0,0,0,1,4940,5.421862348178138
0,1,1,2522203,35,91,0,5,0,0,12,0,1,0,0,0,1,3763,0.024182832846133404
0,1,1,2284471,5,132,0,14,1,1,14,0,1,0,0,0,1,4113,0.032093362509117436
0,1,1,2118964,869,18958,0,14,0,0,15,0,0,0,0,0,0,4850,3.908865979381443
0,1,1,3278912,134,8939,0,11,1,0,15,0,1,0,0,0,1,3875,2.3068387096774194
0,1,1,2641568,126,6410,0,11,0,1,12,0,1,0,0,0,0,4515,1.4197120708748616
0,1,1,2133505,258,3726,0,12,0,1,13,0,1,0,0,0,1,4939,0.754403725450496
0,1,1,3234468,472,9568,0,12,0,0,12,0,1,0,0,0,1,4815,1.9871235721703011
0,0,1,435604,44141,26576,0,15,0,0,20,0,0,0,0,0,0,3906,6.803891449052739
0,1,1,3245804,239,4664,0,9,0,0,14,0,0,0,0,0,1,4176,1.1168582375478928
0,1,1,1843118,19325,14389,0,11,1,0,11,0,1,1,0,0,1,4823,2.983412813601493
0,1,1,2206606,5626,1369,0,11,0,0,12,0,1,0,0,0,1,4946,0.2767893247068338
0,1,1,4371663,1900,242,0,10,0,0,11,0,1,0,0,1,1,4839,0.050010332713370534
0,1,1,2609367,230,3020,0,10,0,1,14,0,1,0,0,0,1,4625,0.652972972972973
0,1,1,2985881,4298,10487,0,7,0,1,19,0,1,0,0,0,0,3605,2.9090152565880723
0,0,1,2408253,16,6906,0,10,0,0,17,0,0,0,0,0,1,4483,1.5404862815079188
0,1,1,6002343,698,22406,0,10,0,0,18,0,1,0,0,1,1,4902,4.570787433700531
0,1,1,2431445,402,10556,0,12,0,1,7,0,1,0,0,0,1,4903,2.1529675708749747
0,1,1,2317992,372,9406,0,10,0,0,11,0,1,0,0,1,1,4868,1.9322103533278554
0,1,1,2204959,127,14313,0,12,0,0,13,0,1,0,0,0,1,4812,2.974438902743142
0,1,1,7668060,589,35788,0,4,0,1,4,0,1,0,0,0,1,4499,7.954656590353411
0,1,1,2291523,461,8336,0,15,0,1,6,0,1,0,0,0,1,4566,1.8256679807271134
0,1,1,2890076,1659,47431,0,13,0,0,7,0,0,0,0,0,1,4957,9.568489005446843
0,1,1,6497618,680,43051,0,11,0,0,12,0,1,0,0,1,1,4924,8.743095044679123
0,0,1,129755,439,4276,0,13,0,1,14,0,1,0,1,0,1,4606,0.9283543204515848
0,0,1,28590,452,12973,0,12,0,0,13,0,1,0,0,0,0,4301,3.0162752848174845
0,0,1,27479,523,12572,0,9,0,1,10,0,1,0,0,0,1,4929,2.550618786772165
0,0,1,10602,3612,297684,0,11,0,0,38,1,1,3,1,0,1,4252,70.01034807149577
0,0,1,6619,2024,127013,0,7,0,0,12,0,1,0,0,0,0,5497,23.105875932326725
0,0,1,2997,1167,21969,0,14,0,0,15,0,1,0,0,0,1,4835,4.543743536711479
0,0,1,65723,1482,10392,0,13,0,0,16,0,1,0,0,0,1,5088,2.042452830188679
0,0,1,16650,1022,29751,0,11,0,0,12,0,1,1,0,0,1,5672,5.2452397743300425
0,0,1,44241,28736,137224,0,15,0,1,18,0,1,0,7,0,1,3656,37.53391684901532
0,0,1,41776,30709,165383,0,14,1,1,15,0,1,0,3,0,0,3631,45.54750757367116
0,0,1,129755,439,4276,0,13,0,1,14,0,1,0,1,0,1,4606,0.9283543204515848
0,0,1,28590,452,12973,0,12,0,0,13,0,1,0,0,0,1,4301,3.0162752848174845
0,0,1,27479,523,12572,0,9,0,1,10,0,1,0,0,0,1,4929,2.550618786772165
0,0,1,10602,3612,297684,0,11,0,0,38,1,1,3,1,0,1,4252,70.01034807149577
0,0,1,6619,2024,127013,0,7,0,0,12,0,1,0,0,0,1,5497,23.105875932326725
0,0,1,2997,1167,21969,0,14,0,0,15,0,1,0,0,0,1,4835,4.543743536711479
0,0,1,65723,1482,10392,0,13,0,0,16,0,1,0,0,0,1,5088,2.042452830188679
0,0,1,16650,1022,29751,0,11,0,0,12,0,1,1,0,0,1,5672,5.2452397743300425
0,0,1,44241,28736,137224,0,15,0,1,18,0,1,0,7,0,1,3656,37.53391684901532
0,0,1,41776,30709,165383,0,14,1,1,15,0,1,0,3,0,1,3631,45.54750757367116
